Year	CPS_R-FDR_longcalib	PCR_R-FDR_longcalib	M08_R-FDR_longcalib	PAI_R-FDR_longcalib	OIE_R-FDR_longcalib	BHM_R-FDR_longcalib	LMR_R-FDR_longcalib
1	-0.3298	-0.3844	-0.1543	-0.4421	-0.2994	-0.3913	-0.1115
2	-0.2933	-0.3744	-0.1962	-0.3966	-0.253	-0.4667	-0.1084
3	-0.2343	-0.3384	-0.2287	-0.2909	-0.152	-0.4396	-0.1017
4	-0.2238	-0.3179	-0.2779	-0.2047	-0.1795	-0.3895	-0.0703
5	-0.2823	-0.3474	-0.2609	-0.2533	-0.1047	-0.2997	-0.091
6	-0.2118	-0.2939	-0.2024	-0.2369	-0.0169	-0.1548	-0.0855
7	-0.1223	-0.1674	-0.1844	-0.4212	-0.0672	-0.1398	-0.0854
8	-0.1393	-0.2044	-0.2141	-0.4207	-0.0356	-0.2647	-0.1078
9	-0.2528	-0.3399	-0.1728	-0.2355	-0.032	-0.3429	-0.1019
10	-0.2228	-0.3474	-0.1483	-0.2487	-0.0321	-0.3664	-0.1288
11	-0.2003	-0.3214	-0.1341	-0.3013	-0.0768	-0.3616	-0.1045
12	-0.3123	-0.3839	-0.2159	-0.3271	-0.078	-0.3484	-0.0967
13	-0.2053	-0.2159	-0.1717	-0.3814	-2e-04	-0.32	-0.1008
14	-0.2478	-0.2929	-0.1277	-0.1738	0.0575	-0.3378	-0.0966
15	-0.2913	-0.3559	-0.1409	-0.2054	-0.0761	-0.3387	-0.0962
16	-0.3218	-0.3779	-0.1652	-0.3815	-0.1373	-0.3909	-0.1304
17	-0.2403	-0.2909	-0.0604	-0.2232	-0.0663	-0.2272	-0.0983
18	-0.1808	-0.2734	-0.0346	-0.222	-0.051	-0.2215	-0.1016
19	-0.1723	-0.2799	-0.1011	-0.2112	-0.1014	-0.3146	-0.0852
20	-0.2923	-0.3499	-0.1784	-0.4386	-0.132	-0.3994	-0.1453
21	-0.4058	-0.4324	-0.1591	-0.4576	-0.1326	-0.3125	-0.1502
22	-0.2023	-0.3034	-0.1108	-0.1514	-0.0491	-0.2603	-0.0948
23	-0.2683	-0.3409	-0.1094	-0.3462	-0.1203	-0.2455	-0.1094
24	-0.1643	-0.3199	-0.1032	-0.2091	0.0071	-0.3	-0.0791
25	-0.1983	-0.2879	-0.0785	-0.2804	-0.0567	-0.1994	-0.1001
26	-0.1803	-0.2604	0.025	-0.2285	-0.0646	-0.1132	-0.1046
27	-0.0493	-0.1669	-0.0028	0.0859	0.06	-0.1141	-0.0405
28	-0.1843	-0.2759	-0.0913	-0.3206	-0.0519	-0.2126	-0.0894
29	-0.2848	-0.3824	-0.203	-0.4468	-0.0997	-0.3718	-0.1319
30	-0.2333	-0.3034	0.0103	-0.2122	-0.0678	-0.1791	-0.0917
31	-0.2553	-0.3144	0.0024	-0.262	-0.0868	-0.2229	-0.1081
32	-0.1093	-0.2209	0.0912	-0.0742	0.0482	-0.1615	-0.0545
33	-0.2158	-0.3119	0.0702	-0.1957	-0.0176	-0.1685	-0.086
34	-0.1023	-0.2094	0.1401	-0.0998	0.0468	-0.0984	-0.0584
35	-0.1088	-0.1889	0.1894	-0.0621	0.0063	-0.0512	-0.033
36	-0.2968	-0.3714	0.1547	-0.2199	-0.0725	-0.148	-0.0855
37	-0.2318	-0.3309	0.1161	-0.283	-0.0611	-0.092	-0.0813
38	-0.2478	-0.3354	0.1439	-0.1747	-0.0287	-0.0662	-0.0658
39	-0.1678	-0.2639	0.2263	-0.0959	0.0312	-0.0449	-0.0553
40	-0.3613	-0.4704	0.0611	-0.2399	-0.0735	-0.1917	-0.0998
41	-0.2048	-0.2669	0.2005	-0.1522	0.0102	-0.0595	-0.0657
42	-0.1643	-0.2524	0.1142	-0.1068	0.0114	-0.0734	-0.067
43	-0.1968	-0.3169	0.0751	-0.1013	-0.011	-0.0789	-0.0502
44	-0.2333	-0.3139	0.0631	-0.3298	-0.0634	-0.1378	-0.083
45	-0.2378	-0.3249	0.1132	-0.3057	-0.0623	-0.0862	-0.0794
46	-0.2738	-0.2969	0.0538	-0.3975	-0.1348	-0.0677	-0.0954
47	-0.2913	-0.3089	0.0127	-0.4663	-0.1413	-0.1016	-0.0859
48	-0.3298	-0.3669	-0.0487	-0.3878	-0.2558	-0.1986	-0.1055
49	-0.2003	-0.2484	-0.0336	-0.1293	-0.0929	-0.2484	-0.0701
50	-0.3068	-0.3229	0.0016	-0.3039	-0.2148	-0.2442	-0.1061
51	-0.3308	-0.3319	-0.0234	-0.2479	-0.1431	-0.2924	-0.1118
52	-0.2358	-0.2514	0.0379	-0.2565	-0.1391	-0.2756	-0.0734
53	-0.1938	-0.1979	0.0661	-0.2409	-0.0836	-0.2856	-0.086
54	-0.0933	-0.0769	0.2086	-0.0391	-0.0148	-0.1769	-0.0462
55	-0.1943	-0.2139	0.1921	-0.1493	-0.0559	-0.1974	-0.0663
56	-0.2818	-0.2819	0.0851	-0.245	-0.0727	-0.3358	-0.1075
57	-0.3288	-0.3324	0.1224	-0.2385	-0.1157	-0.391	-0.1251
58	-0.2573	-0.2834	0.1606	-0.0162	-0.0183	-0.3078	-0.0692
59	-0.3888	-0.3719	0.2087	-0.2663	-0.0951	-0.3281	-0.141
60	-0.2323	-0.2474	0.3033	-0.0759	-0.0303	-0.1828	-0.0976
61	-0.1083	-0.1119	0.4754	-0.0495	0.0207	-0.0045	-0.074
62	-0.2438	-0.2509	0.2642	-0.196	-0.1133	-0.2137	-0.1212
63	-0.1983	-0.2154	0.2931	-0.0833	-0.0326	-0.1637	-0.1078
64	-0.0278	-0.0739	0.3358	0.0684	0.0158	-0.1104	-0.0631
65	-0.2118	-0.2399	0.2028	-0.0276	-0.0686	-0.1821	-0.0743
66	-0.3103	-0.3594	0.2661	-0.0887	-0.0844	-0.1035	-0.1002
67	-0.2558	-0.2984	0.1857	-0.0859	-0.1252	-0.1126	-0.0761
68	-0.0333	-0.1764	0.221	-0.0519	-0.051	-0.0707	-0.0087
69	-0.2943	-0.3439	0.1354	-0.2525	-0.0932	-0.1267	-0.0983
70	-0.2243	-0.2819	0.1352	-0.0763	-0.0404	-0.1415	-0.0791
71	-0.1198	-0.2084	0.1827	0.0418	-0.0395	-0.1003	-0.0462
72	-0.0233	-0.1059	0.2132	0.2109	0.0676	-0.0511	-0.0344
73	-0.2333	-0.2749	0.1043	-0.0335	-0.0336	-0.1241	-0.0714
74	-0.2113	-0.2419	0.1571	-0.0076	-0.0453	-0.1745	-0.0882
75	-0.1538	-0.1859	0.1924	0.0885	0.0061	-0.1199	-0.063
76	-0.2023	-0.2074	0.0928	-0.1341	-0.0839	-0.2078	-0.0868
77	-0.1023	-0.1294	0.1343	-0.052	0.0086	-0.2061	-0.0662
78	-0.2623	-0.2784	0.08	-0.2177	-0.213	-0.2348	-0.0948
79	-0.0213	-0.0759	0.1914	0.0896	0.0585	-0.1575	-0.029
80	-0.0093	-0.0539	0.1576	0.0274	0.0389	-0.25	-0.0505
81	-0.2153	-0.2749	0.0699	-0.0423	-0.0265	-0.2567	-0.0822
82	-0.1803	-0.2144	0.0996	-0.0685	-0.0444	-0.2206	-0.0792
83	-0.2883	-0.2974	-0.0057	-0.2575	-0.2045	-0.2574	-0.1157
84	-0.2653	-0.3039	0.0411	-0.2913	-0.2134	-0.2847	-0.1214
85	-0.2823	-0.3154	0.0178	-0.1969	-0.1526	-0.2724	-0.1245
86	-0.1943	-0.2289	0.0543	0.0745	0.036	-0.2777	-0.0767
87	-0.1858	-0.2159	0.0825	-0.0184	-0.042	-0.2054	-0.0858
88	0.0057	-0.0799	0.1001	0.2273	0.1474	-0.1041	-0.0118
89	-0.0703	-0.1219	0.1529	0.134	0.0818	-0.1257	-0.0624
90	-0.2028	-0.2389	0.0038	-0.1385	-0.1072	-0.2925	-0.1201
91	-0.1743	-0.1999	0.0346	-0.0452	0.0377	-0.2299	-0.0924
92	-0.1663	-0.1869	-0.006	-0.1111	0.0532	-0.2288	-0.0988
93	-0.1248	-0.1414	-0.0081	-0.0032	0.0719	-0.2877	-0.0857
94	-0.3093	-0.3224	-0.0608	-0.1324	-0.099	-0.3921	-0.1291
95	-0.4488	-0.4669	-0.1013	-0.4208	-0.1994	-0.3974	-0.1888
96	-0.3293	-0.3419	-0.0341	-0.2572	-0.12	-0.3185	-0.1388
97	-0.4183	-0.4369	-0.1613	-0.4357	-0.2458	-0.3816	-0.1532
98	-0.3473	-0.3589	-0.1265	-0.2964	-0.1516	-0.3205	-0.1326
99	-0.3003	-0.3224	0.0075	-0.0498	-0.023	-0.1612	-0.1077
100	-0.4363	-0.4524	0.0118	-0.1048	-0.0757	-0.223	-0.1355
101	-0.3573	-0.3589	-8e-04	-0.0855	-0.0587	-0.1451	-0.1266
102	-0.3603	-0.3819	0.0295	0.0347	0.0368	-0.2006	-0.1269
103	-0.2688	-0.2974	0.0109	0.0637	0.0285	-0.1813	-0.1149
104	-0.3218	-0.3319	0.0481	-0.0868	0.0207	-0.2255	-0.1375
105	-0.2448	-0.2584	-0.0018	-0.1352	0.0352	-0.2041	-0.1015
106	-0.3493	-0.3759	0.0254	-0.1684	0.0473	-0.2936	-0.1495
107	-0.3053	-0.3319	0.0367	-0.0526	0.0532	-0.2821	-0.1287
108	-0.2843	-0.3129	-0.0119	-0.2112	0.0176	-0.2528	-0.1312
109	-0.4093	-0.4204	-0.0082	-0.2641	-0.046	-0.3769	-0.1398
110	-0.1943	-0.2404	0.0955	0.1676	0.1255	-0.2167	-0.0886
111	-0.1968	-0.2149	0.0818	0.0603	0.0857	-0.1838	-0.08
112	-0.3588	-0.3719	0.0445	-0.1431	-0.0612	-0.2634	-0.0989
113	-0.3493	-0.3779	0.0596	-0.178	-0.0597	-0.2784	-0.1323
114	-0.2753	-0.2744	0.0185	-0.2634	-0.0547	-0.131	-0.1171
115	-0.2518	-0.2869	0.05	-0.0944	0.0014	-0.1222	-0.1012
116	-0.2483	-0.2689	-0.008	-0.0708	-0.0022	-0.2084	-0.0998
117	-0.1473	-0.2134	0.0615	0.2407	0.1422	-0.1926	-0.0497
118	-0.3153	-0.3474	0.0454	-0.1121	0.015	-0.2309	-0.1147
119	-0.3538	-0.3734	0.039	-0.1955	-0.0432	-0.2526	-0.1263
120	-0.2323	-0.2559	0.036	-0.0467	-0.0018	-0.2267	-0.101
121	-0.1828	-0.2229	0.0128	-0.1339	0.0018	-0.2595	-0.1072
122	-0.2243	-0.2319	-0.0266	-0.1591	0.0326	-0.3542	-0.0996
123	-0.3593	-0.3719	-0.0025	-0.293	-0.0884	-0.4385	-0.1366
124	-0.0048	-0.2244	0.0522	-0.2159	-0.048	-0.3427	-0.0113
125	-0.1858	-0.2374	0.0974	-7e-04	0.1152	-0.2836	-0.0866
126	-0.3023	-0.3209	6e-04	-0.261	-0.0267	-0.3686	-0.1215
127	-0.2583	-0.3074	0.0149	-0.1869	0.0345	-0.2924	-0.122
128	-0.3433	-0.3839	0.0661	-0.2066	-0.0129	-0.3473	-0.1301
129	-0.3123	-0.3314	0.0793	-0.113	0.0171	-0.2901	-0.1031
130	-0.3603	-0.3929	0.0601	-0.2289	-0.0921	-0.3626	-0.1402
131	-0.1573	-0.2269	0.0815	0.0016	0.1056	-0.2311	-0.0879
132	-0.2798	-0.3139	0.0746	-0.1844	-0.052	-0.2158	-0.1091
133	-0.3153	-0.3764	0.0622	-0.261	-0.1248	-0.309	-0.1246
134	-0.2613	-0.2904	0.0972	-0.1805	-0.0193	-0.2495	-0.1025
135	-0.2023	-0.2499	0.0733	-0.0959	-0.0638	-0.2179	-0.0962
136	-0.1813	-0.2239	0.1101	-0.0059	8e-04	-0.1516	-0.094
137	-0.3848	-0.4014	0.1384	-0.0921	-0.0456	-0.1193	-0.1246
138	-0.3363	-0.3629	0.1174	-0.1346	-0.1139	-0.1339	-0.1405
139	-0.2013	-0.2219	0.1226	-0.0144	-0.0027	-0.0581	-0.0918
140	-0.0793	-0.1344	0.142	0.1696	0.095	-0.0988	-0.0421
141	-0.2623	-0.2894	0.1249	-0.1011	-0.0704	-0.1541	-0.1083
142	-0.2483	-0.3034	0.1368	-0.117	-0.0385	-0.1759	-0.108
143	-0.1783	-0.1969	0.134	-0.0936	-0.0015	-0.1601	-0.1022
144	-0.1943	-0.2279	0.0872	-0.1139	-0.0349	-0.2524	-0.1161
145	-0.1218	-0.1759	0.0708	0.066	0.0498	-0.2193	-0.087
146	-0.2943	-0.3169	0.1113	-0.0264	-0.0769	-0.2734	-0.1205
147	-0.2188	-0.2569	0.1192	0.1347	0.0674	-0.1679	-0.0782
148	-0.2603	-0.3024	0.0919	0.0154	0.021	-0.2721	-0.125
149	-0.1808	-0.2159	0.0206	-0.052	0.1577	-0.271	-0.1114
150	-0.3278	-0.3344	0.0321	-0.2674	-0.0598	-0.3477	-0.1617
151	-0.2923	-0.3059	0.077	-0.0527	0.0096	-0.2625	-0.1257
152	-0.2808	-0.2889	0.0561	-0.0487	-0.0267	-0.238	-0.1437
153	-0.2058	-0.2599	0.095	0.007	0.0578	-0.1664	-0.104
154	-0.2203	-0.2409	0.0982	0.034	0.0658	-0.1668	-0.1168
155	-0.1903	-0.2019	0.0971	0.1206	0.1115	-0.1522	-0.0991
156	-0.2393	-0.2679	0.1067	0.0817	0.0701	-0.193	-0.1285
157	-0.1923	-0.2039	0.1502	0.0429	0.0738	-0.2232	-0.105
158	-0.2073	-0.2374	0.1501	-0.0265	0.0732	-0.2641	-0.116
159	-0.1763	-0.1959	0.0877	0.0854	0.1209	-0.2642	-0.1123
160	-0.1233	-0.1469	0.1364	0.1143	0.219	-0.2055	-0.0941
161	-0.1523	-0.1779	0.1235	0.059	0.1978	-0.259	-0.0989
162	-0.1613	-0.1909	0.0704	0.1875	0.2311	-0.375	-0.0935
163	-0.2543	-0.2689	0.0541	-0.2063	0.0534	-0.325	-0.1545
164	-0.1788	-0.2084	0.1173	-0.0377	-0.0023	-0.2274	-0.1158
165	-0.2818	-0.3209	0.0679	-0.0883	-0.0265	-0.2991	-0.1333
166	-0.2983	-0.3104	0.0013	-0.2565	-0.2049	-0.2962	-0.1703
167	-0.2883	-0.2869	0.0116	-0.2723	-0.1553	-0.2296	-0.1528
168	-0.2873	-0.3099	0.031	-0.1359	-0.0749	-0.3101	-0.141
169	-0.2948	-0.3169	0.0089	-0.1871	-0.0747	-0.3156	-0.135
170	-0.3153	-0.3304	-0.0047	-0.2371	-0.0863	-0.2896	-0.1552
171	-0.2613	-0.2704	-0.0023	-0.1489	-0.0308	-0.2925	-0.1245
172	-0.2308	-0.2499	-0.0742	-0.1053	0.0031	-0.2888	-0.1351
173	-0.1763	-0.2249	-0.0349	0.0721	0.076	-0.2404	-0.1083
174	-0.3803	-0.3804	-0.1065	-0.2168	-0.0661	-0.3719	-0.1497
175	-0.3603	-0.3709	-0.1214	-0.2497	-0.1127	-0.3555	-0.1578
176	-0.2303	-0.2809	-0.1267	0.0059	-0.0118	-0.3087	-0.1012
177	-0.2433	-0.2709	-0.1654	-0.1337	-0.0675	-0.3311	-0.1273
178	-0.3548	-0.3849	-0.154	-0.2801	-0.0904	-0.3639	-0.1531
179	-0.3863	-0.3954	-0.18	-0.395	-0.1643	-0.4419	-0.1661
180	-0.3628	-0.3724	-0.2016	-0.4353	-0.2103	-0.357	-0.157
181	-0.3148	-0.3649	-0.1631	-0.2384	-0.1118	-0.2813	-0.1134
182	-0.4163	-0.4359	-0.1486	-0.3204	-0.2053	-0.2814	-0.1395
183	-0.3433	-0.3774	-0.1299	-0.2767	-0.1628	-0.267	-0.1322
184	-0.3283	-0.3529	-0.1072	-0.2053	-0.1323	-0.2644	-0.1273
185	-0.3203	-0.3579	-0.0741	-0.2291	-0.1299	-0.2449	-0.1255
186	-0.2583	-0.2979	-0.0881	-0.0992	-0.0557	-0.2772	-0.1119
187	-0.3203	-0.3614	-0.0469	-0.2032	-0.052	-0.3527	-0.1356
188	-0.2443	-0.2964	-0.046	-0.1716	-0.0611	-0.2436	-0.1239
189	-0.2703	-0.3294	-0.0916	-0.2839	-0.1319	-0.2795	-0.1427
190	-0.2603	-0.2939	-0.0513	-0.2952	-0.1484	-0.2146	-0.1131
191	-0.1388	-0.1684	0.011	-0.0607	-0.0379	-0.1076	-0.0812
192	-0.3783	-0.3724	-0.0358	-0.3826	-0.2513	-0.2205	-0.1363
193	-0.3163	-0.3289	-0.0191	-0.229	-0.1556	-0.235	-0.1182
194	-0.1528	-0.1784	0.0148	0.0521	-0.0224	-0.155	-0.0821
195	-0.1643	-0.1734	-0.019	-0.0839	-0.0827	-0.1716	-0.0946
196	-0.0868	-0.0819	-0.0183	-0.0976	-3e-04	-0.0264	-0.0774
197	-0.0483	-0.0589	-0.0079	0.0378	0.024	0.0374	-0.083
198	-0.2353	-0.2669	-0.0023	-0.1363	-0.0728	-0.1194	-0.1308
199	-0.2928	-0.3189	-0.0318	-0.1734	-0.0629	-0.1996	-0.1446
200	-0.2543	-0.2829	-2e-04	-0.1237	-0.1535	-0.2356	-0.1044
201	-0.3233	-0.3409	-0.0225	-0.2294	-0.1834	-0.233	-0.1411
202	-0.2438	-0.2749	-0.0472	-0.2255	-0.1716	-0.2366	-0.1313
203	-0.3373	-0.3559	0.042	-0.3691	-0.2366	-0.3046	-0.1417
204	-0.1483	-0.2099	0.0121	-0.1315	-0.1197	-0.2308	-0.0974
205	-0.2213	-0.2439	0.0546	-0.1458	-0.0864	-0.2683	-0.1136
206	-0.1013	-0.1679	-0.001	0.0173	0.0157	-0.2392	-0.0904
207	-0.1818	-0.2159	-0.0664	-0.1121	0.0203	-0.2799	-0.1238
208	-0.3068	-0.3584	0.0527	-0.2105	-0.0482	-0.3682	-0.1556
209	-0.1028	-0.1599	0.013	0.1111	0.0756	-0.1123	-0.0869
210	-0.1128	-0.1629	-0.0312	0.0452	0.0493	-0.1328	-0.0856
211	-0.1783	-0.2214	0.0398	-0.0017	-0.0171	-0.223	-0.0849
212	-0.2143	-0.2584	0.0849	0.0177	0.051	-0.1381	-0.0967
213	-0.1758	-0.1824	-0.0277	-0.0344	-0.0408	-0.1384	-0.0948
214	-0.2888	-0.2974	-0.0243	-0.1881	-0.1181	-0.2024	-0.1206
215	-0.2968	-0.3099	-0.0041	-0.1502	-0.0539	-0.2615	-0.1213
216	-0.2833	-0.2954	0.0352	-0.0981	-0.0184	-0.2147	-0.1303
217	-0.2398	-0.2564	0.0622	0.0247	-0.0035	-0.1817	-0.0848
218	-0.2913	-0.3304	0.0254	-0.1404	-0.0474	-0.2136	-0.1359
219	-0.2548	-0.3014	0.0507	-0.1137	-0.0282	-0.2165	-0.1193
220	-0.2883	-0.3059	0.1002	-0.1679	-0.0612	-0.2509	-0.1441
221	-0.3303	-0.3554	0.0388	-0.1418	-0.0802	-0.3437	-0.1634
222	-0.2163	-0.2464	0.0436	-0.0497	-0.0479	-0.231	-0.1239
223	-0.2353	-0.2899	0.0675	0.0262	-0.0598	-0.2017	-0.1253
224	-0.2288	-0.2519	0.0693	-0.038	-0.0231	-0.1109	-0.1197
225	-0.1883	-0.2194	0.052	0.0652	0.0326	-0.1158	-0.1004
226	-0.2093	-0.2544	0.0658	0.006	-0.0738	-0.1749	-0.0867
227	-0.1878	-0.2029	0.0552	0.0249	-0.0162	-0.2107	-0.0996
228	-0.2603	-0.3139	0.0033	-0.2744	-0.1593	-0.2514	-0.1043
229	-0.1768	-0.2329	0.0261	0.0049	-0.0246	-0.1958	-0.0791
230	-0.2783	-0.2889	0.0316	-0.2155	-0.0695	-0.2874	-0.1606
231	-0.2498	-0.2654	0.046	-0.0197	-0.0113	-0.2813	-0.1212
232	-0.2483	-0.2804	0.0593	-0.04	-0.0051	-0.2382	-0.1165
233	-0.2503	-0.2679	0.0292	-0.0245	-0.0135	-0.2347	-0.1289
234	-0.3043	-0.3139	-4e-04	-0.1172	-0.0611	-0.2294	-0.1284
235	-0.2743	-0.2819	0.0664	-0.1092	-0.0517	-0.1681	-0.1077
236	-0.2393	-0.2539	0.0649	-0.0814	-0.0405	-0.2088	-0.1241
237	-0.1863	-0.2189	-0.0135	0.0037	0.0116	-0.2352	-0.1136
238	-0.1503	-0.1849	0.0451	0.0948	-0.026	-0.1879	-0.0813
239	0.0262	-0.0364	-0.026	0.0589	0.1374	-0.0545	-0.0659
240	-0.1608	-0.1919	-0.0181	-0.1785	-0.0488	-0.095	-0.136
241	-0.0948	-0.1289	0.1002	0.0547	0.0228	-0.1565	-0.0653
242	-0.0988	-0.0984	0.0963	-0.0276	0.0019	-0.0299	-0.0758
243	-0.1183	-0.1209	0.1383	0.0135	-0.0373	-0.1667	-0.0842
244	0.0237	-0.0109	0.1496	0.1844	0.0494	-0.1734	-0.0536
245	0.0217	-0.0059	0.0973	0.0994	0.0992	-0.1199	-0.0436
246	0.0067	-0.0209	0.1708	0.1059	-0.0122	-0.0368	-0.0582
247	0.0187	-0.0099	0.1347	0.165	0.0472	-0.0823	-0.0526
248	-0.0813	-0.0919	0.1317	0.0689	-0.0101	-0.0905	-0.0833
249	-0.0623	-0.0819	0.1354	0.157	0.0336	-0.0727	-0.0711
250	0.0747	0.0541	0.1154	0.3318	0.1162	-0.0019	-0.0313
251	-0.1553	-0.1604	0.0708	-0.1713	-0.1519	-0.1181	-0.1286
252	-0.0088	-0.0564	0.063	0.1177	-0.0077	0.017	-0.0527
253	-0.1323	-0.1559	0.0402	-0.0064	-0.0826	-0.0701	-0.0894
254	-0.2048	-0.2429	0.0592	-0.0169	-0.0813	-0.0716	-0.1002
255	-0.2078	-0.2609	0.0359	-0.0354	-0.0518	-0.0705	-0.0833
256	-0.2033	-0.2459	-0.0505	-0.0502	-0.082	-0.1057	-0.0689
257	-0.3093	-0.3194	-0.0404	-0.2147	-0.1624	-0.1169	-0.1166
258	-0.1903	-0.2349	-0.0687	-0.1175	-0.1556	-0.1982	-0.1166
259	-0.1948	-0.2199	-0.1288	-0.1189	-0.1165	-0.1728	-0.1035
260	-0.3343	-0.3454	-0.1544	-0.3638	-0.2444	-0.2425	-0.1673
261	-0.2558	-0.2829	-0.1451	-0.2375	-0.141	-0.178	-0.1209
262	-0.2653	-0.2739	-0.119	-0.1231	-0.1487	-0.1438	-0.1145
263	-0.2703	-0.3074	-0.1071	-0.0645	-0.1237	-0.182	-0.1196
264	-0.1873	-0.2244	-0.1277	-0.0625	-0.0817	-0.1333	-0.1131
265	-0.3283	-0.3369	-0.1141	-0.2558	-0.1814	-0.2002	-0.1571
266	-0.2288	-0.2779	-0.1679	-0.0915	-0.0851	-0.1569	-0.1044
267	-0.3238	-0.3209	-0.0762	-0.104	-0.1122	-0.1938	-0.1439
268	-0.2973	-0.2879	-0.0241	-0.078	-0.0603	-0.1708	-0.1475
269	-0.2813	-0.2954	0.0593	0.0605	0.0338	-0.1701	-0.1193
270	-0.2458	-0.2799	0.0076	0.0838	0.0138	-0.2244	-0.1158
271	-0.3748	-0.3944	-0.0121	-0.1553	-0.1301	-0.2416	-0.1698
272	-0.3493	-0.3674	0.0233	-0.095	-0.0871	-0.1937	-0.1361
273	-0.3113	-0.3279	0.0123	-0.0716	-0.113	-0.1635	-0.1146
274	-0.4608	-0.4689	0.0591	-0.2418	-0.2416	-0.2271	-0.1543
275	-0.3478	-0.3839	-0.0116	-0.2283	-0.2462	-0.1366	-0.141
276	-0.3533	-0.3614	-0.0061	-0.2199	-0.2296	-0.0714	-0.1206
277	-0.3123	-0.3244	-0.0217	-0.1955	-0.2183	-0.0435	-0.1202
278	-0.2183	-0.2389	-0.0381	-0.0929	-0.1929	-0.039	-0.0902
279	-0.2598	-0.2854	-0.0237	-0.0641	-0.1833	-0.097	-0.094
280	-0.2303	-0.2439	-0.0942	-0.2134	-0.2046	-0.1117	-0.1221
281	-0.2458	-0.2614	-0.1083	-0.1931	-0.213	-0.0487	-0.1082
282	-0.0163	-0.0469	-0.0937	0.0075	0.0111	0.0383	-0.0543
283	-0.1718	-0.2189	-0.0775	-0.0855	-0.0897	-0.0141	-0.0875
284	-0.1083	-0.1619	-0.003	0.0574	0.0143	0.017	-0.0634
285	-0.1823	-0.1964	-0.0588	-0.1222	-0.0846	-0.0283	-0.0972
286	-0.1243	-0.1409	-0.1526	0.0393	-0.0553	-0.0071	-0.0844
287	-0.2928	-0.3044	-0.1101	-0.1635	-0.167	-0.0774	-0.1183
288	-0.1573	-0.1579	-0.1209	-0.0477	-0.0722	-0.0298	-0.1105
289	-0.2383	-0.2364	-0.1211	-0.1295	-0.1129	-0.0148	-0.1163
290	-0.3148	-0.3299	-0.1049	-0.2483	-0.1974	-0.1277	-0.1493
291	-0.2373	-0.2489	-0.133	-0.0774	-0.0954	-0.106	-0.0861
292	-0.1313	-0.1804	-0.117	0.0767	-0.0257	9e-04	-0.0826
293	-0.3353	-0.3524	-0.074	-0.2187	-0.1935	-0.1222	-0.1413
294	-0.3233	-0.3159	-0.1416	-0.278	-0.2321	-0.1038	-0.1355
295	-0.2088	-0.2254	-0.2039	-0.1123	-0.151	-0.0747	-0.1025
296	-0.1783	-0.2059	-0.1706	-0.066	-0.1053	-0.0357	-0.0985
297	-0.1748	-0.2164	-0.0816	0.0485	-0.0431	0.0316	-0.0756
298	-0.3523	-0.3609	-0.0137	-0.2405	-0.171	-0.0337	-0.1449
299	-0.2103	-0.2399	0.0256	-0.0751	-0.0593	-0.0736	-0.1307
300	-0.2023	-0.2099	-0.0369	-0.0739	-0.0792	-0.0402	-0.1453
301	-0.1693	-0.1939	-0.0564	-0.0053	-0.0448	-0.0173	-0.1475
302	-0.0993	-0.1539	0.0661	0.1307	0.0441	-0.0169	-0.0923
303	-0.1603	-0.1689	0.0438	0.0887	0.0777	0.0165	-0.1058
304	-0.1743	-0.1809	0.0698	0.0147	-0.038	-0.0059	-0.1167
305	-0.2058	-0.2034	0.0444	-0.001	-0.0288	-0.0386	-0.1349
306	-0.0813	-0.1039	0.0068	0.04	0.0605	0.0309	-0.1026
307	-0.1628	-0.1349	0.0456	-0.0391	-0.0245	0.0277	-0.1163
308	-0.1743	-0.1854	0.0831	0.1133	0.0485	-0.0363	-0.1104
309	-0.1923	-0.2029	0.0072	-0.0397	-0.0422	-0.0282	-0.1311
310	-0.1523	-0.1629	0.0175	0.0183	0.0012	-0.0079	-0.1134
311	-0.2113	-0.2184	0.0182	-0.0153	-0.0191	-0.026	-0.1276
312	-0.2063	-0.2154	-0.0131	-0.1364	-0.0547	-6e-04	-0.1128
313	-0.2283	-0.2489	0.0263	-0.1248	-0.0875	-0.022	-0.1136
314	-0.0803	-0.1009	-0.0494	0.0876	0.0595	0.0332	-0.0896
315	-0.1738	-0.1794	-0.0772	-0.0732	-0.0192	-0.0374	-0.1287
316	-0.0618	-0.1239	-0.0689	0.1708	0.0507	-0.0821	-0.0602
317	-0.1293	-0.1574	-0.0033	0.0986	-0.0114	-0.0446	-0.0864
318	-0.1823	-0.1939	-0.0437	-0.0092	-0.0052	-0.103	-0.106
319	-0.2683	-0.2754	-0.0761	-0.1751	-0.1435	-0.136	-0.1096
320	-0.3398	-0.3499	-0.1122	-0.2556	-0.1748	-0.1642	-0.1432
321	-0.3883	-0.3994	-0.01	-0.3206	-0.179	-0.1713	-0.1492
322	-0.2703	-0.2794	-0.0219	-0.1116	-0.0463	-0.1311	-0.1285
323	-0.2333	-0.2494	-0.0467	-0.018	-0.0172	-0.0894	-0.097
324	-0.1918	-0.2159	-0.0096	0.1094	0.0595	-0.0424	-0.0792
325	-0.2733	-0.2854	-0.0854	-0.126	-0.1018	-0.0879	-0.1323
326	-0.3268	-0.3524	-0.0356	-0.2581	-0.1548	-0.1785	-0.156
327	-0.2418	-0.2744	-0.1089	-0.161	-0.0784	-0.1666	-0.1416
